order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,product_id,seller_id,price,shipping_charges,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,customer_zip_code_prefix,customer_city,customer_state
Em3pZHU6RJum,xLmftIFog8wV,delivered,2017-07-11 21:12:51,2017-07-11 21:45:12,2017-07-25 19:27:55,2017-08-04,L4UqXdFUf7ar,ZsDn106jXrgr,123.78,26.13,toys,4050.0,53.0,33.0,52.5,1,credit_card,3.0,150.92,92850,brasilia,DF
wWYzPXSo1uCr,iMWohL5JGemx,delivered,2017-11-09 21:46:25,2017-11-10 03:10:37,2017-12-05 19:03:35,2017-11-30,SLTlrWtcYt1m,r7VxefoTVHbb,692.0,46.76,toys,1750.0,37.0,22.0,40.0,1,wallet,1.0,665.87,8686,rio de janeiro,RJ
c658A2x4tsQF,7vVjY3inGHc2,delivered,2018-07-31 09:52:59,2018-07-31 10:30:57,2018-08-04 18:02:07,2018-08-09,C7TUlvZYRbwN,sP2KGNGkyqFD,849.5,6.25,toys,875.0,21.0,19.0,18.0,1,credit_card,1.0,42.04,8594,ribeirao das neves,MG
1ZrvgC1kmp1K,dvDVProsXt9A,delivered,2018-05-03 00:34:55,2018-05-03 00:58:38,2018-05-04 17:58:57,2018-05-16,Y6fOUhiWUCqJ,WNQeplAutf3H,453.7,34.33,sports_leisure,150.0,20.0,10.0,20.0,1,credit_card,1.0,122.08,9260,sao paulo,SP
6nuLkDXGQwjy,GtgKrSgz1bGb,delivered,2018-03-10 10:45:39,2018-03-10 11:08:16,2018-04-20 20:22:09,2018-04-18,FfiMQzl2g9IG,V3iKL8r9W9NR,35.79,6.87,bed_bath_table,350.0,25.0,9.0,19.0,1,credit_card,6.0,157.12,49260,rio de janeiro,RJ
raMsAsj19bPX,erLxailu8u0b,delivered,2018-06-09 15:38:46,2018-06-11 10:32:28,2018-06-21 15:34:55,2018-07-27,z6g5uM3fiCVO,SEJERBV2ak75,18.99,23.61,toys,300.0,30.0,6.0,12.0,1,debit_card,1.0,171.22,5863,ji-parana,RO
AFibqNGFkVbH,570IaGb78tW6,delivered,2018-06-28 16:30:09,2018-06-28 16:50:35,2018-07-03 09:52:50,2018-07-13,TKMI1HuvODav,vup1HgMM3idm,164.98,12.95,home_appliances_2,425.0,32.0,10.0,16.0,1,voucher,1.0,219.52,99255,mateus leme,MG
6SsoC3C0MmJR,SULSDUR4Sm1h,delivered,2018-05-21 08:13:46,2018-05-21 08:31:04,2018-06-05 15:42:55,2018-06-07,8rQj2R4Ur9rZ,vYu5aYeAvyzz,234.9,72.64,toys,3400.0,33.0,25.0,28.0,1,credit_card,1.0,221.23,68372,brasilia,DF
FiZyW3F13jRa,ezyiGj1TTdf2,delivered,2017-05-06 11:26:35,2017-05-06 11:42:23,2017-05-16 10:52:20,2017-05-29,oYolpgMpzj1X,X5fhqRmuvQ9Z,399.94,55.54,toys,200.0,18.0,9.0,14.0,1,credit_card,3.0,176.77,11088,embu,SP
2eEEFTag6mO8,FY749WO3NNaS,delivered,2018-03-18 14:44:29,2018-03-18 15:07:59,2018-04-09 18:03:17,2018-04-17,QuTrbtb2UYxM,wSZ3480zJ6Ny,95.03,37.81,toys,1500.0,65.0,6.0,48.0,1,credit_card,2.0,222.21,86230,guaratingueta,SP
BJoqyoO4LEoe,lP1BnW4LitKu,delivered,2017-09-11 14:30:41,2017-09-11 14:45:22,2017-09-15 21:41:51,2017-09-27,hYdm4V4AFQrf,5Ja2lH0N2OZt,907.6374999999999,109.49000000000001,toys,640.0,23.0,24.0,39.0,1,credit_card,1.0,339.07,60441,macae,RJ
58HYCZNqXFxG,XnfyDcJMIfvd,delivered,2017-09-06 17:41:59,2017-09-07 17:50:11,2017-09-18 15:14:12,2017-10-03,qvGya8UG5V4s,2UV2zaeUhNyA,907.6374999999999,90.26,toys,2438.0,28.0,31.0,24.0,1,credit_card,2.0,324.87,88950,cesario lange,SP
3cdNhwVpnbg2,kux2VY8A216B,delivered,2018-04-09 18:50:21,2018-04-11 05:50:45,2018-04-20 18:23:33,2018-05-10,9qtQ7a9essA5,kiirS0of7bJI,111.27,6.87,toys,850.0,45.0,30.0,30.0,1,wallet,1.0,88.91,38280,santa vitoria do palmar,RS
lUJLUi36BGJD,izfmuW9Tz1y3,delivered,2017-01-29 14:30:57,2017-01-29 15:32:03,2017-02-15 15:25:33,2017-03-13,YVeao2Zs1vL5,2Vzr14MB7bRD,13.61,22.56,toys,449.0,19.0,14.0,14.0,1,credit_card,3.0,152.34,58429,registro,SP
g2UcFpDe9Q7g,LJQxzR96YsSE,delivered,2017-12-20 19:18:39,2017-12-20 19:30:34,2017-12-27 18:54:45,2018-01-16,JUZSyxq6s6nI,TBkUw9PKrND5,17.95,28.28,toys,400.0,20.0,12.0,15.0,1,credit_card,3.0,477.71,14802,belo horizonte,MG
sfvFzmDbg5rq,N43PVoA7Y5Rr,shipped,2017-11-15 14:05:12,2017-11-15 14:15:54,2018-06-18 14:31:22,2017-11-30,AMKIgKd1s17B,TuPm19CMKvrM,28.55,33.9,health_beauty,200.0,22.0,10.0,18.0,1,credit_card,1.0,336.06,73320,guarulhos,SP
0ZaTNVUKZXBt,6aQMmDJ6KSeh,delivered,2017-08-16 16:24:16,2017-08-16 17:44:48,2017-08-29 18:55:50,2017-09-08,uvsxFSGK25fP,oAZOntQn2tEJ,18.1,20.67,toys,1750.0,20.0,16.0,20.0,1,credit_card,3.0,183.12,25940,rio de janeiro,RJ
PNdb0UGKY3pJ,gaXYPg5t161R,delivered,2018-04-26 09:02:57,2018-04-26 09:15:12,2018-05-04 21:32:56,2018-05-21,GBV0B25C6HxF,RlOHlMxGbwXj,159.99,64.06,toys,4050.0,18.0,38.0,30.0,1,credit_card,2.0,153.09,2334,assis,SP
Ovfb9sl5BzsQ,mzOaiHl9kpfp,delivered,2018-03-16 11:19:46,2018-03-16 11:30:46,2018-03-27 22:38:43,2018-04-09,KFuPwSsJH9FK,K0qPVGdA91KO,252.99,44.49,furniture_decor,2550.0,30.0,35.0,30.0,1,credit_card,2.0,193.53,7190,jaragua do sul,SC
kLdp1vEMvv8b,acP96ITRE8k7,delivered,2018-04-24 21:07:06,2018-04-24 21:30:35,2018-05-05 15:38:45,2018-05-23,Hgz5fYlph2h8,8cMMpAAFEsxE,453.7,12.28,toys,275.0,18.0,14.0,18.0,1,credit_card,1.0,145.69,59275,porto alegre,RS
6Yp2TDJSRcLn,jMMzA0olrtot,delivered,2017-07-24 17:31:02,2017-07-26 02:25:48,2017-07-29 12:44:38,2017-08-14,9l67oGcKmvN5,ZsDn106jXrgr,89.21,109.49000000000001,bed_bath_table,2200.0,55.0,15.0,35.0,1,wallet,1.0,673.02,70238,campinas,SP
ihxL0F4i5Opu,h2JIkYpKXGin,delivered,2017-09-18 00:32:11,2017-09-18 00:45:10,2017-09-19 18:37:57,2017-09-29,COySv0ts9Ojd,bl8PTwqK0kvN,679.0,50.92,toys,2800.0,40.0,15.0,40.0,1,credit_card,1.0,540.79,70344,porto alegre,RS
pYsLaqhXY2mP,n1U132g3vnfY,delivered,2018-08-04 15:27:51,2018-08-05 15:24:25,2018-08-14 00:16:47,2018-08-29,JwZamkHu7aMa,RqR0xDzYYMMJ,513.9,29.49,toys,3000.0,22.0,38.0,22.0,1,credit_card,4.0,149.83,4357,rio de janeiro,RJ
z8qMHoqTeFXW,97lm0VpKviYL,delivered,2018-02-12 10:21:45,2018-02-12 10:48:17,2018-03-19 19:42:34,2018-03-06,cNIQyQD7lRhk,5FvGdji6skxT,820.0,30.66,toys,150.0,17.0,8.0,14.0,1,wallet,1.0,337.42,1501,ubatuba,SP
phwkJVrvBPEl,nvWyUkKdosEh,canceled,2018-02-02 16:06:44,2018-02-06 04:32:39,2018-06-18 14:31:22,2018-03-08,NkygN5yTKOgI,JcRdnPnWEDp7,599.8,12.63,toys,1400.0,26.0,38.0,26.0,1,wallet,1.0,389.45,4068,rio de janeiro,RJ
VOsrvuOezrzy,BDx0yuZPwRou,delivered,2018-01-21 19:25:41,2018-01-22 13:57:26,2018-02-06 17:21:54,2018-02-14,8ivFU5mPiFzD,CNWoEIUkMX7C,58.1,73.45,computers_accessories,650.0,25.0,11.0,15.0,1,credit_card,2.0,49.73,33935,guarulhos,SP
Ptt8UaVsSSKV,xittT22E39fy,delivered,2018-05-07 14:06:43,2018-05-07 16:15:38,2018-05-14 20:17:46,2018-05-23,mCDJ1miTla4u,MD95fJyKH99j,44.85,24.19,toys,350.0,16.0,12.0,14.0,1,credit_card,5.0,259.92,37517,telemaco borba,PR
Yv3hEG4gVOEL,nhEQyC6VvXfY,delivered,2017-12-29 18:20:04,2018-01-03 04:28:13,2018-01-15 22:46:52,2018-01-29,7ygwvbCJFuPx,RgI0dSuH1xBZ,89.1,34.6,toys,1200.0,40.0,22.0,30.0,1,wallet,1.0,274.88,4144,florianopolis,SC
1ZOaFyzYP0gN,NX3OpRIPze2y,delivered,2018-02-12 16:06:58,2018-02-12 16:27:29,2018-02-20 14:18:59,2018-03-12,s4xdWEWcLuKb,rWXE6PCNfQes,111.27,47.55,health_beauty,250.0,19.0,11.0,23.0,1,credit_card,3.0,48.43,4282,rio de janeiro,RJ
cNOBkQH8RRSN,kCrVY0I3eUqB,delivered,2017-03-31 19:14:54,2017-03-31 19:25:07,2017-04-07 11:52:11,2017-04-25,57pDuiXBtqZD,w64BqIsmpk4u,264.5,2.46,toys,100.0,24.0,7.0,14.0,1,credit_card,1.0,265.31,17280,joinville,SC
McugTuDv5sQ6,W3f9xS2xIw67,delivered,2018-03-17 18:28:58,2018-03-17 18:48:35,2018-03-28 22:03:33,2018-04-12,NC6oQrQwQvei,KH9VVC2iPaCb,457.0,24.23,toys,150.0,18.0,12.0,15.0,1,credit_card,3.0,85.69,5574,canoinhas,SC
DYGGM9IJ1zh9,ra1dT8RnBSiU,delivered,2017-02-14 12:20:37,2017-02-14 12:32:47,2017-02-22 14:37:58,2017-03-15,vpc5c9cPZtpQ,IHL7YQnnU4LS,28.7,2.46,toys,250.0,16.0,6.0,13.0,1,credit_card,1.0,175.57,2270,cambe,PR
8Go9DeZmKuVV,gk2sdK070vZ7,delivered,2018-01-20 15:47:45,2018-01-20 16:00:35,2018-02-09 17:35:37,2018-02-19,ZgkZH9pTdL5g,K0qPVGdA91KO,129.46,47.55,toys,1000.0,20.0,15.0,20.0,1,credit_card,8.5,140.32,2281,inconfidentes,MG
FOLToVwZODrF,sKkQdxa4TZvq,delivered,2018-04-16 15:07:16,2018-04-16 15:30:50,2018-04-23 15:52:41,2018-04-27,qVaU9yebwKrf,dPgh591KNQAz,58.6,24.91,toys,550.0,16.0,21.0,18.0,1,credit_card,5.0,185.6,2306,sao bernardo do campo,SP
Gw3F6D5Blq9r,OplOVguAjw71,delivered,2018-06-04 19:07:48,2018-06-04 19:30:05,2018-06-11 17:37:49,2018-07-16,Ngh4xDRyeq2t,Ko3LWNo5BK3H,42.89,52.64,toys,350.0,34.0,12.0,22.0,1,credit_card,6.0,102.54,8130,colombo,PR
LFaxAJIM4LZg,KAUyv7JpXKjn,delivered,2018-03-09 20:27:39,2018-03-09 21:31:49,2018-03-21 21:53:40,2018-04-02,uWFY9xqk58wF,2a07LobkzHUx,359.7,6.15,toys,800.0,35.0,7.0,28.0,1,credit_card,1.0,28.19,2717,perdizes,MG
ldSrcECoQpqr,snroct9fTvmv,delivered,2018-07-10 20:13:19,2018-07-10 20:25:54,2018-07-12 15:47:29,2018-07-18,iW8It1OXALMT,UOGIrJtSldvd,223.87,12.02,toys,750.0,19.0,7.0,14.0,1,credit_card,4.0,645.8,74916,sao paulo,SP
sOgEKrf6Le0w,Yj3PLR3haokb,delivered,2018-08-16 15:28:56,2018-08-16 15:44:00,2018-08-22 12:31:53,2018-09-05,GomKK0chSSMQ,Pop7GYTjKtm4,820.05,55.51,toys,1500.0,21.0,16.0,31.0,1,credit_card,1.0,23.79,97575,angra dos reis,RJ
3m5qBaOWxf8K,jJTICzCoAthm,delivered,2017-01-26 20:56:43,2017-01-26 21:05:19,2017-02-03 08:12:35,2017-02-20,J26CMGZY7GMn,7KovPWNcMm5O,907.6374999999999,17.38,toys,1625.0,29.0,21.0,21.0,1,credit_card,2.0,184.12,34001,sao paulo,SP
yg29I9GLYEyj,WJyMG2dmcMTO,delivered,2017-07-04 13:14:28,2017-07-04 13:30:18,2017-07-12 02:14:48,2017-08-01,nRCGSNEb4RUm,0HbVEHMspxA1,109.82,12.63,bed_bath_table,1100.0,50.0,12.0,12.0,1,credit_card,3.0,222.13,9785,jundiai,SP
dKgztiB6hmk0,zW20fFCnkKD3,delivered,2016-10-08 17:43:26,2016-10-13 21:09:06,2016-10-26 12:58:25,2016-12-14,erbuXxlzZHeO,8mVLKV0XOTsx,66.96,67.14,toys,3300.0,35.0,35.0,35.0,1,credit_card,8.5,387.67,25042,sao paulo,SP
4wSlvDhFmhuv,yyh5EwbU4ofC,delivered,2017-10-08 09:49:25,2017-10-10 03:28:40,2017-10-24 13:21:14,2017-11-10,FYwSFXcDOKLA,VEpUiS8q8p8X,640.0,78.84,toys,750.0,16.0,12.0,15.0,1,wallet,1.0,27.04,79070,palmas,PR
DTPLXf6eTxek,jvOwTsiwVjx0,delivered,2018-02-07 22:21:46,2018-02-07 22:35:29,2018-02-15 21:33:38,2018-03-09,QrXLFhR7o9fN,16pMg4KJ3hIj,42.89,47.55,toys,250.0,16.0,10.0,16.0,1,voucher,1.0,126.72,21870,uberlandia,MG
4uoqgIkXqGxH,Lh9UOxXWBOCd,invoiced,2017-06-13 15:24:53,2017-06-13 15:43:07,2018-06-18 14:31:22,2017-07-11,NpxON7n7ocZD,pxyYUYfBOHRj,46.2,51.45,toys,500.0,40.0,18.0,30.0,1,credit_card,5.0,201.15,73950,porto alegre,RS
M7wJqEUio0Ku,fcQi6RVqjOXS,delivered,2018-03-04 19:11:08,2018-03-04 19:28:29,2018-03-27 18:45:44,2018-03-21,4I39bKsMOXGL,kYHploWLdvqh,419.9,30.66,toys,350.0,32.0,9.0,16.0,1,credit_card,1.0,87.52,38066,sao paulo,SP
QIObl0MdSdaB,lIT44eA9edK1,delivered,2018-01-20 03:25:12,2018-01-20 09:10:15,2018-02-02 17:47:51,2018-02-15,cGPWr0cgkeHs,QgSPgHi2XQs8,189.49,20.9,toys,175.0,18.0,4.0,16.0,1,credit_card,2.0,305.56,44094,curitiba,PR
AhBvLxA6ucD3,lr9xCYudwIkU,delivered,2017-03-04 16:07:38,2017-03-04 16:15:24,2017-03-14 10:32:48,2017-03-31,w5mMIm9sTgV4,q1Q2n7nr6h9B,58.71,18.02,toys,4050.0,44.0,35.0,48.0,1,credit_card,3.0,673.02,2413,linhares,ES
cfX7Tke037fm,XUR8NScig6lS,delivered,2018-06-17 09:39:42,2018-06-17 09:55:15,2018-06-21 18:38:46,2018-07-12,lQG4ahKZk6Wi,b4zcM4d4Yza7,24.79,22.97,toys,1450.0,25.0,29.0,15.0,1,credit_card,8.0,86.18,3937,campinas,SP
NfDHqUhbVKik,6fy3zPU4vDva,delivered,2018-08-08 16:03:06,2018-08-08 16:15:22,2018-08-15 20:18:35,2018-08-21,6lsIKONjvlrc,UOGIrJtSldvd,367.0,56.11,toys,575.0,16.0,18.0,12.0,1,credit_card,1.0,39.38,35053,belo horizonte,MG
kZYvEQbBN3mL,6klU3Tf5QTs8,delivered,2018-05-05 21:12:28,2018-05-05 21:33:09,2018-05-11 17:06:26,2018-05-18,fEDo8oxXJdK3,9pqN3E8r3heO,3.5,60.07,toys,250.0,16.0,15.0,15.0,1,credit_card,1.0,286.04,3646,osasco,SP
TDPQWEo7anXP,cB34NvhfYsgO,delivered,2017-11-11 19:03:58,2017-11-11 19:15:27,2017-12-08 16:22:17,2017-12-14,XB7eVmjBdR5f,c5SvhEe8chAa,783.14,43.58,bed_bath_table,700.0,50.0,16.0,16.0,1,credit_card,2.0,45.49,23070,vitoria,ES
RuKjdTwkRV4F,i7DhiBt1RIEV,delivered,2017-11-25 01:11:14,2017-11-25 03:51:39,2017-12-03 16:32:29,2017-12-11,mUzVm5ukrxKM,HQ4j3Fr6B61e,120.38,42.85,auto,4050.0,65.0,11.0,52.5,1,credit_card,1.0,86.43,2611,jaguariuna,SP
NHB5gvAXrcSJ,Gt7elXfpiszT,delivered,2018-02-02 18:17:40,2018-02-02 19:03:08,2018-02-06 19:49:02,2018-02-20,GTdZktabOCtW,xqS6FkG5qqve,198.5,61.32,furniture_decor,400.0,50.0,3.0,25.0,1,credit_card,1.0,197.43,29900,sao caetano do sul,SP
Ixgo0GSyaJ2n,VcxRT7AkfF3Z,delivered,2017-11-09 18:10:19,2017-11-09 18:27:35,2017-11-29 15:51:40,2017-12-06,cz1eSCYHj7tW,ENekhljjhevR,95.03,33.58,toys,525.0,60.0,8.0,33.0,1,credit_card,2.0,372.42,5749,fortaleza,CE
JaDYdIy6BFt0,nMJNX2h4LZw2,delivered,2018-02-06 20:59:17,2018-02-06 21:10:45,2018-02-16 11:43:39,2018-03-07,VDEBigGAwD3J,RKad98cTxhSb,907.6374999999999,109.49000000000001,toys,1550.0,44.0,14.0,34.0,1,credit_card,2.0,596.27,20080,prata,MG
D89jSMMCBMbp,Yt6eN8rdaRGp,delivered,2017-08-08 20:26:31,2017-08-08 20:43:31,2017-08-14 12:46:18,2017-08-30,sB3mH3n4QEcI,hmS6KkvxMbyF,109.6,37.81,toys,1300.0,50.0,9.0,41.0,1,voucher,1.0,89.27,7813,sao paulo,SP
IGaZdBgC6iVC,oJtNcwYJ0ntR,delivered,2018-01-08 17:56:10,2018-01-09 07:17:41,2018-01-22 15:11:10,2018-01-26,mUzVm5ukrxKM,HQ4j3Fr6B61e,120.38,42.85,auto,4050.0,65.0,11.0,52.5,1,wallet,1.0,86.43,21241,campinas,SP
T6Ugu4qbRqxB,HLuH6dOfp9D0,delivered,2017-11-29 21:03:45,2017-11-29 21:17:21,2018-01-13 01:55:34,2018-01-04,Wp5G8GSd79f8,Nl0pkrY3nMNf,411.0,18.09,kitchen_dining_laundry_garden_furniture,4050.0,16.0,2.0,11.0,1,credit_card,4.0,336.16,60182,japi,RN
mFn1vImFyTF4,SWTjzEWjHQXC,delivered,2017-03-21 16:03:34,2017-03-21 16:03:34,2017-04-04 16:15:56,2017-04-24,2H8n6x4BSkuT,zVIBQkWGheJR,136.9,18.56,computers_accessories,200.0,21.0,14.0,15.0,1,credit_card,2.0,540.53,55250,itabira,MG
MUj9ocKZaBtm,WHZShDFJhbJV,delivered,2016-10-08 11:33:25,2016-10-08 13:19:54,2016-10-15 13:19:54,2016-12-06,NMCACR8NxxDv,fPCae5a96bO4,907.6374999999999,13.23,toys,4050.0,35.0,35.0,35.0,1,credit_card,4.0,154.66,17523,brasilia,DF
InQWhXWNAIbE,oucb1q67VU1X,delivered,2017-08-30 06:22:58,2017-08-30 07:00:06,2017-09-11 21:06:49,2017-09-26,iYtbAcABXKIp,A7s2wiNKJ3HW,453.7,38.66,toys,1200.0,55.0,19.0,46.0,1,credit_card,1.0,129.95,58037,ampere,PR
gOCyXFLKXY0x,OUD6rgEfeKpf,delivered,2017-12-23 11:17:51,2017-12-23 11:28:25,2018-01-09 17:04:53,2018-01-31,WgBgXcIsrsm0,qI9UblMbsm1o,167.68,26.54,toys,4050.0,68.0,20.0,50.0,1,credit_card,1.0,569.14,8577,redencao,CE
qZa3kt8WhZwM,VtNavkBiTsX3,delivered,2018-05-31 22:06:57,2018-05-31 22:32:24,2018-06-07 19:03:51,2018-07-16,xKqa0ATTIRu0,IjlpYfhUbRQs,155.75,72.64,toys,645.0,19.0,16.0,18.0,1,credit_card,8.0,176.75,12505,pouso alegre,MG
nulRAJ3zfJvc,2DIImBibBTDo,delivered,2018-01-02 23:07:38,2018-01-02 23:28:45,2018-01-22 22:50:11,2018-02-06,RQTf2lb1Sr1U,IRFNV9diw97l,178.0,13.71,toys,125.0,13.0,7.0,9.0,1,credit_card,2.0,195.29,71901,santo antonio da patrulha,RS
SS7y943oRKVe,avVZw3JWkYk0,delivered,2017-08-03 09:40:25,2017-08-03 09:50:11,2017-08-07 19:56:30,2017-10-02,lN7h7IfXXNHH,gz1LmK5gN4L4,136.9,7.94,toys,950.0,22.0,8.0,14.0,1,credit_card,5.0,178.4,4914,holambra,SP
bytjxHD9z9p9,ZCns3vvOohqp,delivered,2018-01-24 15:15:26,2018-01-25 02:58:13,2018-03-01 21:57:09,2018-02-14,FlMuTHJ7O6S8,W4vKCv0p63wK,879.99,61.32,tablets_printing_image,300.0,26.0,10.0,26.0,1,wallet,1.0,387.24,64047,jandira,SP
MsARBBWfsmlj,5XhVnsquXnzB,delivered,2017-04-07 09:45:56,2017-04-07 10:03:12,2017-04-20 12:24:15,2017-04-28,5riCFwFCndnX,V3iKL8r9W9NR,247.0,43.69,toys,1000.0,31.0,11.0,26.0,1,credit_card,8.0,78.61,17056,euclides da cunha paulista,SP
KjAswlSh4ZRk,wSJND9zDHeK0,delivered,2018-02-06 13:17:18,2018-02-06 15:50:38,2018-03-08 16:53:48,2018-03-16,J26CMGZY7GMn,7KovPWNcMm5O,907.6374999999999,25.54,toys,1625.0,29.0,21.0,21.0,1,credit_card,3.0,203.07,3535,delmiro gouveia,AL
T1RsPmOcjuuS,p9CzCAAGRNG1,delivered,2017-11-24 10:18:10,2017-11-24 15:52:52,2017-12-11 19:09:48,2017-12-11,t2cv5m3Sgv96,K0qPVGdA91KO,907.6374999999999,6.08,toys,750.0,20.0,35.0,20.0,1,debit_card,1.0,44.59,6810,santos,SP
aeIvPD4kPDU1,LPmy923QjUrl,delivered,2018-03-20 09:54:23,2018-03-20 10:10:42,2018-04-10 19:32:09,2018-04-06,ymZvN9XtTHxn,Kvozkx4dDVxL,329.2,50.28,toys,1110.0,19.0,11.0,18.0,1,credit_card,3.0,111.72,71996,salesopolis,SP
XL5bgJuwI32K,4kKELdjKF80u,delivered,2017-03-24 20:59:38,2017-03-24 21:10:12,2017-03-31 14:42:37,2017-04-17,NbCEcEqLULsY,hLW5pG3JWHbF,19.3,109.49000000000001,toys,700.0,44.0,12.0,22.0,1,credit_card,6.0,339.64,36594,rio das ostras,RJ
3HtMnwMnaYzC,m4jscPybDYhY,delivered,2018-06-08 15:32:18,2018-06-08 19:31:05,2018-06-19 15:18:52,2018-07-04,Th6SHMsyTOMH,Gp2lLacVPwug,59.45,46.14,toys,430.0,21.0,11.0,17.0,1,credit_card,5.0,196.8,83030,toledo,PR
SgKZG6tbMUPZ,r7Eg4iiz64Wu,delivered,2018-01-19 20:18:17,2018-01-23 03:37:55,2018-02-22 22:47:46,2018-02-15,13H9NTB4GXeM,xzmMhXxNkqJ3,128.99,61.25,sports_leisure,750.0,25.0,7.0,25.0,1,wallet,1.0,238.25,97690,sao bernardo do campo,SP
hfjILUK6fwRq,dabQlo4SuRbc,delivered,2017-02-14 23:12:53,2017-02-14 23:25:21,2017-03-06 11:37:52,2017-03-23,6Ww1i7qd1Zqu,YVBAT3QqF9Qj,58.1,45.95,cool_stuff,1200.0,42.0,25.0,15.0,1,credit_card,5.0,98.85,68458,tabocas do brejo velho,BA
1yfO9PCCUasY,liWRD87HazdC,delivered,2017-11-24 10:24:45,2017-11-24 11:51:50,2017-12-04 23:47:12,2017-12-14,SvW8FcwBD7tX,coi9xkdo66JI,907.6374999999999,12.01,toys,4050.0,17.0,11.0,13.0,1,credit_card,6.0,211.71,32611,sao paulo,SP
U7lXP9TLbN05,cADKOQvQD7e9,delivered,2018-01-06 15:53:53,2018-01-06 16:06:52,2018-01-10 23:07:23,2018-01-31,8AJNdND13F6p,k6TefnINF6Kt,10.35,43.65,housewares,3300.0,40.0,30.0,30.0,1,credit_card,8.0,71.06,36255,dois corregos,SP
w4joBcW4TnIk,O3iX8BPT2P9L,delivered,2018-06-24 14:32:17,2018-06-24 14:54:53,2018-07-02 20:28:59,2018-07-18,UaxmE3txjGzs,skSdK1oNLelu,395.6,49.55,bed_bath_table,1250.0,45.0,10.0,15.0,1,debit_card,1.0,258.52,26443,sao paulo,SP
2JbcogHJ78RV,nA4hwmjFa5L4,delivered,2017-08-17 14:09:53,2017-08-18 14:15:25,2017-08-24 13:43:04,2017-09-04,dAz11YkQkoue,TuPm19CMKvrM,59.21,32.34,health_beauty,100.0,20.0,15.0,15.0,1,voucher,1.0,90.89,43850,francisco morato,SP
arjhsVYzz4w1,4Je5JPFnGgb7,delivered,2018-03-02 14:40:36,2018-03-02 14:56:08,2018-04-05 19:18:20,2018-04-04,LGDcPH3SN7Kg,yGbPyLPc8PmT,0.85,20.9,toys,250.0,16.0,2.0,11.0,1,credit_card,3.0,0.85,72003,rio de janeiro,RJ
BOspvF55sjWO,G7kwI38F7CBv,delivered,2018-03-02 13:55:13,2018-03-03 03:20:28,2018-03-08 19:45:27,2018-03-14,ywvJkvzzcsRO,HQ4j3Fr6B61e,907.6374999999999,49.52,toys,4050.0,61.0,13.0,52.5,1,wallet,1.0,56.36,7110,sao paulo,SP
53y5GS8qYYF4,AM2wVvx60BV6,delivered,2017-04-29 11:31:05,2017-04-29 11:43:12,2017-05-16 09:25:36,2017-06-05,BUT9MlE39J7j,UGCjf2WS6Uvy,56.89,109.49000000000001,computers_accessories,242.0,22.0,14.0,14.0,1,credit_card,8.0,129.09,2970,medina,MG
0k7PclKZZlDI,jNMz2x96Fht2,delivered,2017-03-16 14:43:07,2017-03-16 14:43:07,2017-03-30 17:50:21,2017-04-24,31Es2sOn3OL6,AvTLykupHOIB,127.77,2.46,toys,400.0,40.0,4.0,30.0,1,credit_card,3.0,355.76,22740,belo horizonte,MG
9cuBltSPwCIx,IZocHZdCmNnD,delivered,2018-02-28 21:58:05,2018-02-28 22:30:57,2018-03-10 14:12:17,2018-03-19,QQh3add5yA42,8cMMpAAFEsxE,97.07,20.9,toys,250.0,25.0,7.0,14.0,1,credit_card,1.0,273.63,29020,rio de janeiro,RJ
fv8x7hVNT4Oo,Y7ALK17Zp1P8,delivered,2017-06-20 13:14:58,2017-06-20 13:25:25,2017-06-30 09:22:37,2017-07-10,CY8OZ3lT9uqB,sevytuBWdSFl,907.6374999999999,30.66,telephony,250.0,18.0,3.0,28.0,1,credit_card,1.0,608.88,26193,ilha solteira,SP
CNmiU8g27qPd,EdwN1rSFfccQ,delivered,2017-08-16 01:00:34,2017-08-17 09:30:14,2017-08-29 21:33:13,2017-09-22,xP3x8JTF2Kzs,qlWrFf4tJjSk,139.34,41.52,baby,350.0,42.0,27.0,42.0,1,debit_card,1.0,244.34,2244,natal,RN
M7eh4lyacuYb,nmhfNSo0OhXQ,delivered,2017-04-29 12:46:17,2017-05-03 11:35:53,2017-05-10 10:54:36,2017-05-23,4WpxUyrSqkaE,HQ4j3Fr6B61e,749.9,32.36,toys,4050.0,63.0,11.0,52.5,1,wallet,1.0,286.54,58765,itatiba,SP
7rquMFuadqFl,l9UD4HIzn2y3,delivered,2018-04-12 13:45:57,2018-04-12 14:10:56,2018-04-19 20:47:38,2018-04-30,oQOFuL1TnNiD,SSiPMxP6t9t9,167.0,52.84,toys,1100.0,45.0,15.0,30.0,1,credit_card,3.0,15.2,90650,sao paulo,SP
xaj1ydtXOqla,tysVCU8YavC2,delivered,2017-11-13 17:16:55,2017-11-13 17:30:48,2017-11-21 17:25:58,2017-12-07,SraUgeNmCXPy,Ld5BbJbgEpJp,171.9,47.55,toys,225.0,18.0,9.0,12.0,1,credit_card,1.0,375.74,72940,concordia,SC
